,id,sentence,subject_entity,object_entity,label,source
9590,9590,"이 선거에는 짐바브웨 아프리카 민족 연맹 - 애국 전선(여당)의 로버트 무가베 대통령과 민주변화운동 - 창기라이의 모건 창기라이, 무소속의 심바 마코니, 랭턴 토운가나 후보가 참여 하였다.","{'word': '민주변화운동 - 창기라이', 'start_idx': 49, 'end_idx': 61, 'type': 'ORG'}","{'word': '모건 창기라이', 'start_idx': 64, 'end_idx': 70, 'type': 'PER'}",org:top_members/employees,wikipedia
9766,9766,US-방글라 항공은 다카의 샤잘랄 국제공항에 본사를 둔 방글라데시 민간 항공사다.,"{'word': 'US-방글라 항공', 'start_idx': 0, 'end_idx': 8, 'type': 'ORG'}","{'word': '샤잘랄 국제공항', 'start_idx': 15, 'end_idx': 22, 'type': 'LOC'}",org:place_of_headquarters,wikipedia
10330,10330,도네츠크-크리보이로크 소비에트 공화국은 우크라이나에서 1918년 2월 12일 독립한 러시아 SFSR의 소비에트 공화국이다.,"{'word': '도네츠크-크리보이로크 소비에트 공화국', 'start_idx': 0, 'end_idx': 19, 'type': 'ORG'}","{'word': '1918년 2월 12일', 'start_idx': 30, 'end_idx': 41, 'type': 'DAT'}",org:founded,wikipedia
10636,10636,한국수자원공사[K-water] 포항권관리단에서 운영하고 있다.,"{'word': 'K-water', 'start_idx': 8, 'end_idx': 14, 'type': 'ORG'}","{'word': '한국수자원공사', 'start_idx': 0, 'end_idx': 6, 'type': 'ORG'}",org:alternate_names,wikipedia
10773,10773,5일(한국시각) 영국 브라이턴의 아멕스 스타디움에서 브라이턴 & 호브 앨비언과 토트넘의 프리미어리그 8라운드 경기가 열렸다.,"{'word': '브라이턴 & 호브 앨비언', 'start_idx': 29, 'end_idx': 41, 'type': 'ORG'}","{'word': '프리미어리그', 'start_idx': 49, 'end_idx': 54, 'type': 'ORG'}",org:member_of,wikitree
11137,11137,"특히, 홍콩 공연과 마카오 공연 때는 울림엔터테인먼트가 SM C&C로 흡수 합병되면서 SM C&C로 넘어온 테이스티가 오프닝 무대를 꾸며 화제가 되었다.","{'word': 'SM C&C', 'start_idx': 48, 'end_idx': 53, 'type': 'ORG'}","{'word': '울림엔터테인먼트', 'start_idx': 21, 'end_idx': 28, 'type': 'ORG'}",no_relation,wikipedia
11267,11267,"매각 대상에는 버스 차량 뿐만 아니라 영업권과 면허권까지 포함되었으며, 이를 계기로 금아버스그룹은 마창진권 시내버스의 운송법인으로 (주)마인버스를 설립하여 기존의 시민버스가 전담했던 일부 노선의 운영권을 승계하여 마창진 시내버스 공동배차에 전격 참여하게 되었다.","{'word': '(주)마인버스', 'start_idx': 73, 'end_idx': 79, 'type': 'ORG'}","{'word': '금아버스그룹', 'start_idx': 47, 'end_idx': 52, 'type': 'ORG'}",org:member_of,wikipedia
11466,11466,"예명인 k-os(/ˈkeɪ.ɒs/, [[카오스])로 더 잘 알려진 케빈 브레러턴 (Kevin Brereton) 은 [[캐나다|캐나다인] 랩퍼, 가수, 송라이터, 레코드 프로듀서이다.","{'word': 'k-os', 'start_idx': 4, 'end_idx': 7, 'type': 'PER'}","{'word': 'Kevin Brereton', 'start_idx': 46, 'end_idx': 59, 'type': 'PER'}",per:alternate_names,wikipedia
11530,11530,또한 2009년 컨스트럭터 챔피언십 우승을 차지했던 브론 GP는 독일의 자동차 기업 메르세데스-벤츠에 인수되어 메르세데스 GP가 되었다.,"{'word': '메르세데스-벤츠', 'start_idx': 47, 'end_idx': 54, 'type': 'ORG'}","{'word': '자동차', 'start_idx': 40, 'end_idx': 42, 'type': 'POH'}",org:product,wikipedia
11739,11739,"이번 결산 공연에서는 ‘레드벨벳(Red Velvet)’, 엑소 ‘첸(Chen)’, ‘10cm’, ‘pH-1(피에이치원)’, ‘김하온’, ‘범키(Bumkey)’, ‘노라조’ 등 다양한 장르의 핫한 아티스트들이 참여했다.","{'word': 'pH-1', 'start_idx': 55, 'end_idx': 58, 'type': 'ORG'}","{'word': '피에이치원', 'start_idx': 60, 'end_idx': 64, 'type': 'PER'}",org:alternate_names,wikitree
12175,12175,"1682년, 탐험가 르네-로베르 카블리에 드 라 살은 형재 콜로라도 동부를 포함한 지역에 대한 프랑스의 소유를 주장하였다.","{'word': '르네-로베르 카블리에 드 라 살', 'start_idx': 11, 'end_idx': 27, 'type': 'PER'}","{'word': '탐험가', 'start_idx': 7, 'end_idx': 9, 'type': 'POH'}",per:title,wikipedia
12416,12416,"태양과 지드래곤은 솔로 음반을 발표하고, 지드래곤과 T.O.P은 GD&TOP이라는 힙합 유닛을 결성하였으며 대성은 뮤지컬과 예능 프로그램 진행자로 활동하였고, T.O.P은 배우로 활동했다.","{'word': 'GD&TOP', 'start_idx': 36, 'end_idx': 41, 'type': 'PER'}","{'word': 'T.O.P', 'start_idx': 89, 'end_idx': 93, 'type': 'PER'}",per:employee_of,wikipedia
12477,12477,강진군은 24일 서울시 서초구에 위치한 동원F&B를 방문해 좋은 일자리 창출로 지역경제 활성화에 크게 기여한 동원F&B 김재옥 대표에게 감사패를 전달했다.,"{'word': '동원F&B', 'start_idx': 22, 'end_idx': 26, 'type': 'ORG'}","{'word': '김재옥', 'start_idx': 67, 'end_idx': 69, 'type': 'PER'}",org:top_members/employees,wikitree
12522,12522,"1997년에 DFB-리가포칼이 생기면서 흡수되었다가 2008년에 리가포칼이 폐지되면서 다시 독일 슈퍼컵이 부활하였으나 독일 축구 협회가 승인하지 않아 2008, 2009년 대회는 비공식 대회로 진행되었고 2010년에 정식으로 승인을 받으면서 독일의 공식 축구 대회로 인정받고 있다.","{'word': 'DFB-리가포칼', 'start_idx': 7, 'end_idx': 14, 'type': 'ORG'}","{'word': '1997년', 'start_idx': 0, 'end_idx': 4, 'type': 'DAT'}",org:founded,wikipedia
14004,14004,《4 Walls》는 2015년 10월 27일 SM 엔터테인먼트가 발매한 대한민국의 걸그룹 f(x)의 네 번째 정규 음반이다.,"{'word': 'f(x)', 'start_idx': 50, 'end_idx': 53, 'type': 'ORG'}","{'word': 'SM 엔터테인먼트', 'start_idx': 25, 'end_idx': 33, 'type': 'ORG'}",org:member_of,wikipedia
14418,14418,"작은 바위 담마 칙령 1호의 구자라본에서도 아쇼카의 이름은 그의 정식 명칭인 ""데바남피야 피야다시 아소카라자(Devanampiya Piyadasi Asokaraja)""와 함께 사용되고 있다.","{'word': '아소카라자(Devanampiya Piyadasi Asokaraja)', 'start_idx': 55, 'end_idx': 91, 'type': 'PER'}","{'word': '데바남피야 피야다시', 'start_idx': 44, 'end_idx': 53, 'type': 'PER'}",no_relation,wikipedia
15794,15794,"그 결과 SS-HA는 대폭 감축당했고 친위대 지도본부(SS-FHA), 국가보안본부(RSHA)만한 위세를 누리지는 못하게 되었다.","{'word': 'SS-HA', 'start_idx': 5, 'end_idx': 9, 'type': 'ORG'}","{'word': '친위대', 'start_idx': 21, 'end_idx': 23, 'type': 'ORG'}",no_relation,wikipedia
15836,15836,이후 쌍용차는 2009년 부터 기업회생절차를 거처서 2010년 11월에 매각 협상의 우성협상대상자인 인도의 자동차업체 마힌드라 & 마힌드라와 회사의 지분 70%를 가져가는 인수 협상을 채결하면서 2011년에 쌍용자동차의 기업회생절차가 종료된다.,"{'word': '마힌드라 & 마힌드라', 'start_idx': 66, 'end_idx': 76, 'type': 'ORG'}","{'word': '자동차', 'start_idx': 60, 'end_idx': 62, 'type': 'POH'}",no_relation,wikipedia
15854,15854,"부산-김해경전철운영 주식회사는 김해시와 부산교통공사, 서울교통공사가 공동으로 출자한 회사로, 부산교통공사가 부산 도시철도의 건설과 운영을 함께 하는 것과 달리 운영만을 일임하는 회사이다.","{'word': '부산-김해경전철운영', 'start_idx': 0, 'end_idx': 9, 'type': 'ORG'}","{'word': '서울교통공사', 'start_idx': 30, 'end_idx': 35, 'type': 'ORG'}",no_relation,wikipedia
15879,15879,대한민국은 2006년 기준으로 F-15E를 개량한 보잉 F-15K 슬램 이글을 도입 완료했다.,"{'word': '보잉 F-15K 슬램 이글', 'start_idx': 28, 'end_idx': 41, 'type': 'ORG'}","{'word': 'F-15E', 'start_idx': 17, 'end_idx': 21, 'type': 'POH'}",no_relation,wikipedia
16149,16149,"알렉세이 페트로비치 베스투제프 - 류민 백작(Aleksei Petrovich Bestuzhev-Ryumin, 율리우스력 1693년 5월 22일 - 율리우스력 1768년 4월 10일)는 제정 러시아의 정치인, 외교관, 귀족이다.","{'word': '알렉세이 페트로비치 베스투제프 - 류민 백작', 'start_idx': 0, 'end_idx': 23, 'type': 'PER'}","{'word': '정치인', 'start_idx': 111, 'end_idx': 113, 'type': 'POH'}",per:title,wikipedia
16270,16270,"카가미네 린·렌은 크립톤 퓨처 미디어가 2007년 12월 27일 별자리 염소자리를 발매한, 야마하의 보컬 음성합성 소프트웨어 VOCALOID2를 기반으로 한 소프트웨어 및 소프트웨어의 캐릭터를 가리킨다.","{'word': '카가미네 린·렌', 'start_idx': 0, 'end_idx': 7, 'type': 'PER'}","{'word': '2007년 12월 27일', 'start_idx': 22, 'end_idx': 34, 'type': 'DAT'}",per:date_of_birth,wikipedia
16470,16470,2015-16 2. 분데스리가 시즌에서 32경기에 출전하여 팀의 2. 분데스리가 준우승과 푸스발-분데스리가 승격에 기여했고 2016-17 푸스발-분데스리가 시즌에서는 28경기에 출전하여 팀의 푸스발-분데스리가 준우승과 사상 첫 UEFA 챔피언스리그 조별 예선 진출에 기여했다.,"{'word': '푸스발-분데스리가', 'start_idx': 50, 'end_idx': 58, 'type': 'ORG'}","{'word': 'UEFA', 'start_idx': 127, 'end_idx': 130, 'type': 'POH'}",org:member_of,wikipedia
16477,16477,"김기창(金基昶, 1913년 2월 18일 ~ 2001년 1월 23일)은 대한민국의 동양화가로, 호는 운보(雲甫), 운포(雲圃)이다.","{'word': '金基昶', 'start_idx': 4, 'end_idx': 6, 'type': 'PER'}","{'word': '김기창', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}",per:alternate_names,wikipedia
16674,16674,1999년 12월 2일 E미래에셋증권(주)으로 설립한 뒤 2000년 9월 지금의 상호로 변경하였다.,"{'word': 'E미래에셋증권(주)', 'start_idx': 13, 'end_idx': 22, 'type': 'ORG'}","{'word': '1999년 12월 2일', 'start_idx': 0, 'end_idx': 11, 'type': 'DAT'}",org:founded,wikipedia
16936,16936,"부산 도시철도는 공기업인 부산교통공사와 한국철도공사 부산경남본부, 민간기업인 부산-김해경전철 (기업) 세 기관이 운영하고 있다.","{'word': '부산-김해경전철', 'start_idx': 43, 'end_idx': 50, 'type': 'ORG'}","{'word': '부산 도시철도', 'start_idx': 0, 'end_idx': 6, 'type': 'ORG'}",org:member_of,wikipedia
17035,17035,"그는 레오나르도 ""다빈치 (Leonardo Da Vinci)"" 처럼 공학, 과학 및 예술에 대한 적성 때문에 국제 언론에 의해 현대 레오나르도 다빈치 (""Leonardo Da Vinci"")라는 별명을 갖고 있습니다.","{'word': '레오나르도 ""다빈치', 'start_idx': 3, 'end_idx': 12, 'type': 'PER'}","{'word': 'Leonardo Da Vinci', 'start_idx': 15, 'end_idx': 31, 'type': 'PER'}",per:alternate_names,wikipedia
17230,17230,"피녜라는 칠레 전국으로 방송하는 지상파 채널 칠레비전의 100%, 란 항공의 27%, 축구 클럽 콜로-콜로 (Club Social y Deportivo Colo-Colo)의 13% 를 소유하고 있으며, 키녠코 (Quiñenco), 에너시스 (Enersis), 소키미치 (Soquimich) 같은 회사의 주식의 상당량을 보유하고 있다.","{'word': '콜로-콜로', 'start_idx': 54, 'end_idx': 58, 'type': 'ORG'}","{'word': 'Club Social y Deportivo Colo-Colo', 'start_idx': 61, 'end_idx': 93, 'type': 'ORG'}",org:alternate_names,wikipedia
17452,17452,"1990년 FIFA 월드컵부터 2006년 FIFA 월드컵까지 5번의 월드컵 공연에 참가하였고, T-모바일, DHL 등 세계적인 기업들의 CF에 출연하였다.","{'word': 'T-모바일', 'start_idx': 53, 'end_idx': 57, 'type': 'ORG'}","{'word': '1990년', 'start_idx': 0, 'end_idx': 4, 'type': 'DAT'}",no_relation,wikipedia
17755,17755,"미국의 빅3 (다임러-크라이슬러, 포드, 제네럴 모터스), 일본의 도요타, 혼다, 미쓰비시 등의 완성차 메이커와 가야바, 덴소, 보쉬 등의 자동차 부품 생산 업체, Dassault System등의 자동차 설계 관련 프로그램 회사 등 많은 회사들이 자발적으로 후원하고 있다.","{'word': '다임러-크라이슬러', 'start_idx': 8, 'end_idx': 16, 'type': 'ORG'}","{'word': '자동차', 'start_idx': 78, 'end_idx': 80, 'type': 'POH'}",org:product,wikipedia
17756,17756,그룹 에프엑스(f(x)(x)) 멤버 엠버가 SM엔터테인먼트를 떠난다.,"{'word': 'f(x)', 'start_idx': 8, 'end_idx': 11, 'type': 'ORG'}","{'word': '에프엑스', 'start_idx': 3, 'end_idx': 6, 'type': 'PER'}",org:alternate_names,wikitree
18437,18437,"조-본 버지니 스콧 (Jo-Vaughn Virginie Scott, 1995년 1월 20일, 뉴욕주 브루클린 ~)은 흔히 조이 배드애스(Joey Bada$$)로 잘 알려진 미국의 힙합 가수이다.","{'word': 'Joey Bada$$', 'start_idx': 76, 'end_idx': 86, 'type': 'PER'}","{'word': 'Jo-Vaughn Virginie Scott', 'start_idx': 12, 'end_idx': 35, 'type': 'PER'}",per:alternate_names,wikipedia
18554,18554,핀란드 컴퓨터 보안 회사인 F-Secure의 수석연구원 미코 휘푀넨(Mikko Hyppönen) 또한 여기에 동의했다.,"{'word': 'F-Secure', 'start_idx': 15, 'end_idx': 22, 'type': 'ORG'}","{'word': '컴퓨터', 'start_idx': 4, 'end_idx': 6, 'type': 'POH'}",no_relation,wikipedia
